batch_idx,horizon_idx,action_0,action_1
9,15,-0.48034998774528503,0.05270005390048027
10,0,-0.6065999865531921,0.15995004773139954
10,1,-0.6006500124931335,0.1743500530719757
10,2,-0.5917500257492065,0.18640005588531494
10,3,-0.5800999999046326,0.19630004465579987
10,4,-0.5666999816894531,0.20420004427433014
10,5,-0.5526999831199646,0.21115005016326904
10,6,-0.5386999845504761,0.21810005605220795
10,7,-0.5246999859809875,0.22505004703998566
10,8,-0.510699987411499,0.23180004954338074
10,9,-0.4966999888420105,0.23855005204677582
10,10,-0.4822999835014343,0.2453000545501709
10,11,-0.46790000796318054,0.2512500584125519
10,12,-0.45350000262260437,0.2566000521183014
10,13,-0.4390999972820282,0.2606000602245331
10,14,-0.424699991941452,0.2642000615596771
10,15,-0.41029998660087585,0.26760005950927734
11,0,-0.573974609375,0.2784275710582733
11,1,-0.5952246189117432,0.2784275710582733
11,2,-0.616874635219574,0.2784275710582733
11,3,-0.6389246582984924,0.2784275710582733
11,4,-0.6609746217727661,0.27737757563591003
11,5,-0.6830246448516846,0.2751275599002838
11,6,-0.7050746083259583,0.2695775628089905
11,7,-0.7271246314048767,0.2628275752067566
11,8,-0.7468246221542358,0.25157755613327026
11,9,-0.7633746266365051,0.23857755959033966
11,10,-0.7777746319770813,0.22497756779193878
11,11,-0.7913746237754822,0.21097756922245026
11,12,-0.7998746633529663,0.19697757065296173
11,13,-0.8009246587753296,0.182977557182312
11,14,-0.800874650478363,0.1699775606393814
11,15,-0.8008246421813965,0.15737757086753845
12,0,-0.5509500503540039,-0.30559998750686646
12,1,-0.5332500338554382,-0.30559998750686646
12,2,-0.5155500173568726,-0.30559998750686646
12,3,-0.4978500306606293,-0.2992500066757202
12,4,-0.480150043964386,-0.2824999988079071
12,5,-0.4624500572681427,-0.2610499858856201
12,6,-0.4629000425338745,-0.2610499858856201
12,7,-0.4633500576019287,-0.26010000705718994
12,8,-0.46435004472732544,-0.25384998321533203
12,9,-0.4676000475883484,-0.2476000040769577
12,10,-0.47095003724098206,-0.2415499985218048
12,11,-0.47450003027915955,-0.2357499897480011
12,12,-0.47960004210472107,-0.23134998977184296
12,13,-0.4858500361442566,-0.23080000281333923
12,14,-0.4921000301837921,-0.23199999332427979
12,15,-0.4981500506401062,-0.23469999432563782
13,0,-0.5107499957084656,-0.011349986307322979
13,1,-0.5077499747276306,-0.013649986125528812
13,2,-0.5023999810218811,-0.013649986125528812
13,3,-0.4961499869823456,-0.013649986125528812
13,4,-0.4961499869823456,-0.013649986125528812
13,5,-0.4961499869823456,-0.013649986125528812
13,6,-0.4961499869823456,-0.013649986125528812
13,7,-0.4961499869823456,-0.011899986304342747
13,8,-0.4961499869823456,-0.005649985745549202
13,9,-0.4961499869823456,0.0006000142311677337
13,10,-0.4961499869823456,0.006850014440715313
13,11,-0.4961499869823456,0.013100014068186283
13,12,-0.4961499869823456,0.017300013452768326
13,13,-0.4961499869823456,0.019300013780593872
13,14,-0.4961499869823456,0.021200014278292656
13,15,-0.4961499869823456,0.02570001408457756
14,0,-0.5345246195793152,0.2020275592803955
14,1,-0.5345246195793152,0.20017755031585693
14,2,-0.5345246195793152,0.19832755625247955
14,3,-0.5345246195793152,0.19647756218910217
14,4,-0.5345246195793152,0.1946275532245636
14,5,-0.5345246195793152,0.1926775574684143
14,6,-0.5345246195793152,0.19072756171226501
14,7,-0.5345246195793152,0.18877755105495453
14,8,-0.5345246195793152,0.18682755529880524
14,9,-0.5345246195793152,0.18477755784988403
14,10,-0.5345246195793152,0.18272756040096283
14,11,-0.5345246195793152,0.18067754805088043
14,12,-0.5345246195793152,0.17862755060195923
14,13,-0.5345246195793152,0.17632755637168884
14,14,-0.5349746346473694,0.17367754876613617
14,15,-0.5356746315956116,0.17092755436897278
15,0,-0.6446000337600708,0.05369998887181282
15,1,-0.6438999772071838,0.05369998887181282
15,2,-0.6431999802589417,0.05369998887181282
15,3,-0.6424999833106995,0.05369998887181282
15,4,-0.6424999833106995,0.05369998887181282
15,5,-0.6424999833106995,0.05369998887181282
15,6,-0.6424999833106995,0.05369998887181282
15,7,-0.6424999833106995,0.05369998887181282
15,8,-0.6424999833106995,0.05369998887181282
15,9,-0.6487500071525574,0.05369998887181282
15,10,-0.6550000309944153,0.05419998615980148
15,11,-0.6612499952316284,0.057599987834692
15,12,-0.6626999974250793,0.06384998559951782
15,13,-0.6626999974250793,0.07009998708963394
15,14,-0.6614999771118164,0.07634998857975006
15,15,-0.6584500074386597,0.08259999006986618
16,0,-0.5684999823570251,0.2357000708580017
16,1,-0.5582500100135803,0.23910006880760193
16,2,-0.5479999780654907,0.24250006675720215
16,3,-0.5377500057220459,0.24590006470680237
16,4,-0.5273000001907349,0.2493000626564026
16,5,-0.5162500143051147,0.2527000606060028
16,6,-0.5051999688148499,0.256100058555603
16,7,-0.49414998292922974,0.25950005650520325
16,8,-0.4830999970436096,0.26290008425712585
16,9,-0.47164997458457947,0.2663000822067261
16,10,-0.4601999819278717,0.2697000801563263
16,11,-0.44874998927116394,0.2731000781059265
16,12,-0.4372999966144562,0.27650007605552673
16,13,-0.425849974155426,0.27990007400512695
16,14,-0.41419997811317444,0.2833000719547272
16,15,-0.4019499719142914,0.2867000699043274
17,0,-0.5827999711036682,-0.09424997866153717
17,1,-0.5827999711036682,-0.08859997987747192
17,2,-0.5827999711036682,-0.08294998109340668
17,3,-0.5827999711036682,-0.07729997485876083
17,4,-0.5827999711036682,-0.07164997607469559
17,5,-0.5827999711036682,-0.06599997729063034
17,6,-0.5827999711036682,-0.060349978506565094
17,7,-0.5827999711036682,-0.05469997599720955
17,8,-0.5827999711036682,-0.0490499772131443
17,9,-0.5825999975204468,-0.044999975711107254
17,10,-0.5825999975204468,-0.044999975711107254
17,11,-0.5825999975204468,-0.044999975711107254
17,12,-0.5825999975204468,-0.044999975711107254
17,13,-0.5811499953269958,-0.04374997690320015
17,14,-0.5779500007629395,-0.041599977761507034
17,15,-0.5773999691009521,-0.041599977761507034
18,0,-0.29214996099472046,0.2040000855922699
18,1,-0.2927999496459961,0.19195008277893066
18,2,-0.2934499680995941,0.17990009486675262
18,3,-0.29409995675086975,0.16730009019374847
18,4,-0.2947499752044678,0.15430009365081787
18,5,-0.2953999638557434,0.14130009710788727
18,6,-0.29604995250701904,0.12790009379386902
18,7,-0.29669997096061707,0.11450009047985077
18,8,-0.2973499596118927,0.10110008716583252
18,9,-0.2979999780654907,0.08750008791685104
18,10,-0.29864996671676636,0.07310009002685547
18,11,-0.299299955368042,0.058700088411569595
18,12,-0.29994997382164,0.0441000871360302
18,13,-0.30059996247291565,0.029150089249014854
18,14,-0.3012499511241913,0.013800087384879589
18,15,-0.3018999695777893,-0.0019499127520248294
19,0,-0.6798999905586243,0.05060000345110893
19,1,-0.6766500473022461,0.04530000314116478
19,2,-0.6722000241279602,0.04155000299215317
19,3,-0.667650043964386,0.039000004529953
19,4,-0.6640000343322754,0.03750000149011612
19,5,-0.6605499982833862,0.03680000454187393
19,6,-0.6585500240325928,0.03630000352859497
19,7,-0.6581500172615051,0.03630000352859497
19,8,-0.658050000667572,0.03630000352859497
19,9,-0.6579500436782837,0.03630000352859497
19,10,-0.6573500037193298,0.03630000352859497
19,11,-0.6554500460624695,0.03630000352859497
19,12,-0.6532500386238098,0.03630000352859497
19,13,-0.6510500311851501,0.03630000352859497
19,14,-0.6506500244140625,0.03630000352859497
19,15,-0.650350034236908,0.03630000352859497
20,0,-0.28839996457099915,0.2956000566482544
20,1,-0.2821499705314636,0.2938500642776489
20,2,-0.2821499705314636,0.2938500642776489
20,3,-0.2821499705314636,0.2938500642776489
20,4,-0.2821499705314636,0.2938500642776489
20,5,-0.2821499705314636,0.2938500642776489
20,6,-0.2821499705314636,0.2938500642776489
20,7,-0.2821499705314636,0.2938500642776489
20,8,-0.2821499705314636,0.2938500642776489
20,9,-0.2821499705314636,0.2938500642776489
20,10,-0.2821499705314636,0.2938500642776489
20,11,-0.2821499705314636,0.2938500642776489
20,12,-0.2821499705314636,0.2938500642776489
20,13,-0.2821499705314636,0.2938500642776489
20,14,-0.2821499705314636,0.2938500642776489
20,15,-0.2821499705314636,0.2938500642776489
21,0,-0.5458000302314758,0.16254998743534088
21,1,-0.5335500240325928,0.17809998989105225
21,2,-0.5181999802589417,0.19404998421669006
21,3,-0.5002999901771545,0.20864997804164886
21,4,-0.47964999079704285,0.22244998812675476
21,5,-0.4586000144481659,0.23524998128414154
21,6,-0.43755000829696655,0.24689997732639313
21,7,-0.4165000021457672,0.2583499848842621
21,8,-0.39524999260902405,0.26979997754096985
21,9,-0.37400001287460327,0.28064998984336853
21,10,-0.3527500033378601,0.29109999537467957
21,11,-0.3305000066757202,0.29704999923706055
21,12,-0.30550000071525574,0.29704999923706055
21,13,-0.28049999475479126,0.2906999886035919
21,14,-0.2804500162601471,0.2906999886035919
21,15,-0.28040000796318054,0.2906999886035919
22,0,-0.306549996137619,0.30000004172325134
22,1,-0.30650001764297485,0.30000004172325134
22,2,-0.3064500093460083,0.30000004172325134
22,3,-0.30204999446868896,0.29305005073547363
22,4,-0.2957000136375427,0.28335005044937134
22,5,-0.29565000534057617,0.28335005044937134
22,6,-0.2955999970436096,0.28335005044937134
22,7,-0.29555001854896545,0.28335005044937134
22,8,-0.2955000102519989,0.28335005044937134
22,9,-0.29190000891685486,0.28335005044937134
22,10,-0.2918500006198883,0.28335005044937134
22,11,-0.29179999232292175,0.28335005044937134
22,12,-0.2917500138282776,0.28335005044937134
22,13,-0.29170000553131104,0.28335005044937134
22,14,-0.2916499972343445,0.28335005044937134
22,15,-0.2916000187397003,0.28335005044937134
23,0,-0.4741043150424957,0.055799636989831924
23,1,-0.4748043119907379,0.055799636989831924
23,2,-0.4755043387413025,0.055799636989831924
23,3,-0.4762043356895447,0.055799636989831924
23,4,-0.47660431265830994,0.055799636989831924
23,5,-0.4770043194293976,0.055799636989831924
23,6,-0.47740432620048523,0.055799636989831924
23,7,-0.4778043329715729,0.055799636989831924
23,8,-0.4782043397426605,0.055799636989831924
23,9,-0.4786043167114258,0.055799636989831924
23,10,-0.4790043234825134,0.055799636989831924
23,11,-0.4794043302536011,0.055799636989831924
23,12,-0.4798043370246887,0.055799636989831924
23,13,-0.480204313993454,0.055799636989831924
23,14,-0.4806043207645416,0.055799636989831924
23,15,-0.4810043275356293,0.055799636989831924
24,0,-0.5384500026702881,0.11875001341104507
24,1,-0.5384500026702881,0.11875001341104507
24,2,-0.5399499535560608,0.11875001341104507
24,3,-0.544950008392334,0.12120001763105392
24,4,-0.55035001039505,0.1255500167608261
24,5,-0.5547499656677246,0.13095001876354218
24,6,-0.5569499731063843,0.1372000128030777
24,7,-0.5569499731063843,0.14345002174377441
24,8,-0.5566499829292297,0.14970001578330994
24,9,-0.5552999973297119,0.15595002472400665
24,10,-0.552649974822998,0.16220001876354218
24,11,-0.5491999983787537,0.16815002262592316
24,12,-0.5455499887466431,0.17405001819133759
24,13,-0.5418999791145325,0.17995001375675201
24,14,-0.5381499528884888,0.18575002253055573
24,15,-0.5345999598503113,0.19095002114772797
25,0,-0.4696043133735657,0.05309963598847389
25,1,-0.4708543121814728,0.05309963598847389
25,2,-0.4718543291091919,0.05309963598847389
25,3,-0.4725543260574341,0.05309963598847389
25,4,-0.47295433282852173,0.05309963598847389
25,5,-0.47295433282852173,0.05309963598847389
25,6,-0.47295433282852173,0.05309963598847389
25,7,-0.47295433282852173,0.05359963700175285
25,8,-0.47295433282852173,0.05414963886141777
25,9,-0.47295433282852173,0.05469963699579239
25,10,-0.47295433282852173,0.055249638855457306
25,11,-0.47325432300567627,0.055799636989831924
25,12,-0.4736543297767639,0.055799636989831924
25,13,-0.4741043150424957,0.055799636989831924
25,14,-0.4748043119907379,0.055799636989831924
25,15,-0.4755043387413025,0.055799636989831924
26,0,-0.7033500075340271,0.3383500277996063
26,1,-0.6976000070571899,0.3314000368118286
26,2,-0.690850019454956,0.3244500458240509
26,3,-0.6834999918937683,0.3175000250339508
26,4,-0.6761500239372253,0.3105500340461731
26,5,-0.6682500243186951,0.3046000301837921
26,6,-0.6585500240325928,0.29865002632141113
26,7,-0.6485000252723694,0.29270002245903015
26,8,-0.638450026512146,0.28675004839897156
26,9,-0.6281999945640564,0.2808000445365906
26,10,-0.6179500222206116,0.2748500406742096
26,11,-0.607699990272522,0.2689000368118286
26,12,-0.5974500179290771,0.2621500492095947
26,13,-0.5871999859809875,0.25540003180503845
26,14,-0.5769500136375427,0.24845004081726074
26,15,-0.5666999816894531,0.24150003492832184
27,0,-0.4165000021457672,0.2583499848842621
27,1,-0.39524999260902405,0.26979997754096985
27,2,-0.37400001287460327,0.28064998984336853
27,3,-0.3527500033378601,0.29109999537467957
27,4,-0.3305000066757202,0.29704999923706055
27,5,-0.30550000071525574,0.29704999923706055
27,6,-0.28049999475479126,0.2906999886035919
27,7,-0.2804500162601471,0.2906999886035919
27,8,-0.28040000796318054,0.2906999886035919
27,9,-0.280349999666214,0.2906999886035919
27,10,-0.28029999136924744,0.2906999886035919
27,11,-0.28025001287460327,0.2906999886035919
27,12,-0.2802000045776367,0.2906999886035919
27,13,-0.28014999628067017,0.2906999886035919
27,14,-0.2800999879837036,0.2906999886035919
27,15,-0.28005000948905945,0.2906999886035919
28,0,-0.6962500214576721,0.0013500188942998648
28,1,-0.6978999972343445,0.02045002020895481
28,2,-0.6995499730110168,0.039550021290779114
28,3,-0.701200008392334,0.05905001983046532
28,4,-0.7028499841690063,0.07910002022981644
28,5,-0.703499972820282,0.10055001825094223
28,6,-0.7041500210762024,0.12200002372264862
28,7,-0.7057999968528748,0.14345002174377441
28,8,-0.7078499794006348,0.1649000197649002
28,9,-0.7099000215530396,0.1844000220298767
28,10,-0.7109500169754028,0.2021000236272812
28,11,-0.7109000086784363,0.21865002810955048
28,12,-0.7108500003814697,0.23365002870559692
28,13,-0.7107999920845032,0.2464500218629837
28,14,-0.7107499837875366,0.25870001316070557
28,15,-0.7106999754905701,0.27035000920295715
29,0,-0.4822043180465698,0.3076496124267578
29,1,-0.48570430278778076,0.30164963006973267
29,2,-0.48935431241989136,0.29574960470199585
29,3,-0.4930543005466461,0.2899996042251587
29,4,-0.49690431356430054,0.28434962034225464
29,5,-0.5009043216705322,0.2789496183395386
29,6,-0.5050542950630188,0.2736496031284332
29,7,-0.509354293346405,0.268449604511261
29,8,-0.513904333114624,0.26359960436820984
29,9,-0.5181043148040771,0.26059961318969727
29,10,-0.5181043148040771,0.26059961318969727
29,11,-0.5138043165206909,0.26599961519241333
29,12,-0.5095043182373047,0.2714996039867401
29,13,-0.5052043199539185,0.2769996225833893
29,14,-0.5009043216705322,0.28249961137771606
29,15,-0.496604323387146,0.28809961676597595
30,0,-0.6517500281333923,0.06585001200437546
30,1,-0.6495500206947327,0.06585001200437546
30,2,-0.6495500206947327,0.06585001200437546
30,3,-0.6495500206947327,0.06585001200437546
30,4,-0.6495500206947327,0.06585001200437546
30,5,-0.6495500206947327,0.06585001200437546
30,6,-0.6495500206947327,0.06585001200437546
30,7,-0.6495500206947327,0.06585001200437546
30,8,-0.6495500206947327,0.06585001200437546
30,9,-0.6495500206947327,0.06585001200437546
30,10,-0.6492500305175781,0.06585001200437546
30,11,-0.6488000154495239,0.06585001200437546
30,12,-0.6482499837875366,0.06585001200437546
30,13,-0.6477000117301941,0.06585001200437546
30,14,-0.647100031375885,0.06585001200437546
30,15,-0.6464999914169312,0.06585001200437546
31,0,-0.6503043174743652,0.04024962708353996
31,1,-0.6490542888641357,0.04024962708353996
31,2,-0.647804319858551,0.04024962708353996
31,3,-0.6465542912483215,0.04024962708353996
31,4,-0.6453043222427368,0.04024962708353996
31,5,-0.6440542936325073,0.04024962708353996
31,6,-0.6428043246269226,0.04024962708353996
31,7,-0.6416043043136597,0.04024962708353996
31,8,-0.6410043239593506,0.04024962708353996
31,9,-0.640704333782196,0.04024962708353996
31,10,-0.640704333782196,0.04024962708353996
31,11,-0.640704333782196,0.04024962708353996
31,12,-0.640704333782196,0.04024962708353996
31,13,-0.640704333782196,0.04024962708353996
31,14,-0.640704333782196,0.04024962708353996
31,15,-0.640704333782196,0.041799627244472504
32,0,-0.5880499482154846,0.08540007472038269
32,1,-0.5880499482154846,0.08540007472038269
32,2,-0.5880499482154846,0.08540007472038269
32,3,-0.5880499482154846,0.08540007472038269
32,4,-0.5880499482154846,0.08540007472038269
32,5,-0.5880499482154846,0.08540007472038269
32,6,-0.5880499482154846,0.08540007472038269
32,7,-0.5878499746322632,0.08540007472038269
32,8,-0.5854499936103821,0.08650007843971252
32,9,-0.5817499756813049,0.0883500725030899
32,10,-0.5776999592781067,0.09060007333755493
32,11,-0.5736500024795532,0.09375007450580597
32,12,-0.5719499588012695,0.09855007380247116
32,13,-0.5717999935150146,0.10465007275342941
32,14,-0.5717999935150146,0.11090007424354553
32,15,-0.5717999935150146,0.11715007573366165
33,0,-0.6226999759674072,0.07355000078678131
33,1,-0.6226499676704407,0.053300004452466965
33,2,-0.6225999593734741,0.03305000439286232
33,3,-0.6225499510765076,0.0128000034019351
33,4,-0.6225000023841858,-0.007449996657669544
33,5,-0.6224499940872192,-0.027699995785951614
33,6,-0.6283999681472778,-0.04794999584555626
33,7,-0.640999972820282,-0.0681999996304512
33,8,-0.6547999978065491,-0.08749999850988388
33,9,-0.6685999631881714,-0.10520000010728836
33,10,-0.6690499782562256,-0.12449999898672104
33,11,-0.661549985408783,-0.14949999749660492
33,12,-0.6512999534606934,-0.1745000034570694
33,13,-0.6392499804496765,-0.19280000030994415
33,14,-0.6334999799728394,-0.19280000030994415
33,15,-0.6314499974250793,-0.1903499960899353
34,0,-0.48330000042915344,-0.013549989089369774
34,1,-0.4850499927997589,-0.019799988716840744
34,2,-0.48579999804496765,-0.026049988344311714
34,3,-0.48330000042915344,-0.032299987971782684
34,4,-0.47929999232292175,-0.03784998878836632
34,5,-0.47474998235702515,-0.04289998859167099
34,6,-0.46949997544288635,-0.04704998806118965
34,7,-0.4635999798774719,-0.05014998838305473
34,8,-0.4573499858379364,-0.051399990916252136
34,9,-0.4510999917984009,-0.05214998871088028
34,10,-0.44484999775886536,-0.05214998871088028
34,11,-0.43860000371932983,-0.05214998871088028
34,12,-0.4323499798774719,-0.05159999057650566
34,13,-0.4260999858379364,-0.049599990248680115
34,14,-0.4198499917984009,-0.0461999885737896
34,15,-0.4143500030040741,-0.04184998944401741
35,0,-0.609499990940094,0.19759999215602875
35,1,-0.6191999912261963,0.19759999215602875
35,2,-0.6288999915122986,0.19759999215602875
35,3,-0.6385999917984009,0.19904999434947968
35,4,-0.6482999920845032,0.20184999704360962
35,5,-0.6583499908447266,0.20565000176429749
35,6,-0.6687999963760376,0.21079999208450317
35,7,-0.6792500019073486,0.21735000610351562
35,8,-0.6897000074386597,0.22624999284744263
35,9,-0.699400007724762,0.23749999701976776
35,10,-0.7069000005722046,0.25209999084472656
35,11,-0.7098999619483948,0.2672500014305115
35,12,-0.709850013256073,0.2826000154018402
35,13,-0.7098000049591064,0.2983500063419342
35,14,-0.7097499966621399,0.3140999972820282
35,15,-0.7071499824523926,0.3298499882221222
36,0,-0.528174638748169,0.17607755959033966
36,1,-0.5279746055603027,0.1736275553703308
36,2,-0.5277746319770813,0.17117755115032196
36,3,-0.5275745987892151,0.1687275469303131
36,4,-0.5273746252059937,0.16627755761146545
36,5,-0.5271746516227722,0.1638275533914566
36,6,-0.526974618434906,0.16137754917144775
36,7,-0.5267746448516846,0.1589275598526001
36,8,-0.5265746116638184,0.15647755563259125
36,9,-0.5263746380805969,0.15382754802703857
36,10,-0.5261746048927307,0.1511775553226471
36,11,-0.5259746313095093,0.14852754771709442
36,12,-0.5257745981216431,0.14587755501270294
36,13,-0.5255746245384216,0.14312756061553955
36,14,-0.5253746509552002,0.14037755131721497
36,15,-0.525174617767334,0.13762755692005157
37,0,-0.5411999821662903,0.015500013716518879
37,1,-0.5411999821662903,0.016150014474987984
37,2,-0.5411999821662903,0.016800014302134514
37,3,-0.5411999821662903,0.01970001310110092
37,4,-0.5411999821662903,0.023300014436244965
37,5,-0.5411999821662903,0.0252000130712986
37,6,-0.5411999821662903,0.026550013571977615
37,7,-0.5411999821662903,0.02790001407265663
37,8,-0.5411999821662903,0.029250014573335648
37,9,-0.5411999821662903,0.030600013211369514
37,10,-0.5411999821662903,0.03195001557469368
37,11,-0.5411999821662903,0.03195001557469368
37,12,-0.5411999821662903,0.03195001557469368
